Date;PKod;Pgroup;Pname;Pquantity;pce_zn;pwa_zn;pce_sn;pwa_sn;pce_sb;pwa_sb;pudzsb;pmarza;pmarzajedn;pkwmarza;pudzmarza,,,,,,,,,,,,
01.01.2018;4537;GENERAL;JOGURT NATURALNY 330 G GRECKI;3;2,77;8,31;3,42;10,25;3,59;10,77;0,01;18,93;0,65;1,94;0,2,
01.01.2018;6846;DAIRY_CHESSE;JOGURT NATURALNY ZOTT 370GR;20;1,69;33,8;2,75;55;2,89;57,8;0,06;38,55;1,06;21,2;0,22,,
01.01.2018;11486;DAIRY_CHESSE;JOGURT OW.WYSPA ZOTT 150 G;7;1,66;11,61;1,79;12,55;1,88;13,15;0,01;7,49;0,13;0,94;0,1,
01.01.2018;2312;DAIRY_CHESSE;JOGURT PANA COTTA 150 G;18;1,16;20,88;1,34;24,14;1,41;25,34;0,03;13,5;0,18;3,26;0,3,
01.01.2018;5969;DAIRY_CHESSE;JOGURT ZO NATURALNY 180 G;181;0,8;144,05;1,16;209,38;1,22;220,21;0,25;31,2;0,36;65,33;0,68,
01.01.2018;6998;ICE_CREAMS_FROZEN;JOGURT ZOTT 125 G SERDUSZKO;2;0,92;1,84;1,13;2,26;1,19;2,38;0;18,58;0,21;0,42;0,,,
01.01.2018;18143;MEAT;KABANOS WIELKOPOLSKI KG;0,34;16;5,44;20,94;7,12;22;7,48;0,01;23,6;4,94;1,68;0,2,,
01.01.2018;4576;MEAT;KABANOSY Z DROBIEM KG;0,46;16,83;7,74;15,63;7,19;16,41;7,55;0,01;-7,65;-1,2;-0,55;-0,1
01.01.2018;619;GENERAL_FOOD;KAKAO DEKOMORENO 80 G;5;2,15;10,75;3,16;15,8;3,89;19,45;0,02;31,96;1,01;5,05;0,5,
01.01.2018;530;GENERAL_FOOD;KAKAO PUCHATEK 150G;1;2,59;2,59;3,55;3,55;4,37;4,37;0;27,04;0,96;0,96;0,1,,
01.01.2018;531;GENERAL_FOOD;KAKAO PUCHATEK Z WITAM 300G;4;3,25;13;4,87;19,48;5,99;23,96;0,03;33,26;1,62;6,48;0,7,,
01.01.2018;14557;ICE_CREAMS_FROZEN;KALAFIOR MROZONY NORDIS;3;3,64;10,92;4,94;14,82;5,19;15,57;0,02;26,32;1,3;3,9;0,4,
01.01.2018;9065;SPICES;KAMIS JA?OWIEC 15G;1;1,44;1,44;2,02;2,02;2,49;2,49;0;28,71;0,58;0,58;0,1,,
01.01.2018;19477;SPICES;KAMIS KOWBOJSKI INDTK 20 G;2;0,87;1,74;1,28;2,56;1,38;2,76;0;32,03;0,41;0,82;0,1,,
01.01.2018;9037;SPICES;KAMIS LISC LAUROWY 6G;1;1,4;1,4;1,94;1,94;2,39;2,39;0;27,84;0,54;0,54;0,1,,
01.01.2018;8588;GENERAL;KAMIS MAJERANEK 9 G;4;1,35;5,4;1,84;7,36;1,99;7,96;0,01;26,63;0,49;1,96;0,2,
01.01.2018;9035;SPICES;KAMIS PIEPRZ CZAR /MIELONY;3;1,33;3,99;2,11;6,33;2,59;7,77;0,01;36,97;0,78;2,34;0,2,
01.01.2018;7473;SPICES;KAMIS PIEPRZ KOLOROWY 16G;2;1,42;2,84;1,94;3,88;2,39;4,78;0,01;26,8;0,52;1,04;0,1,
01.01.2018;6338;CANNED_PATE;KAMIS PRZYPRAWA DO RYB 20 G;1;1,82;1,82;2,4;2,4;2,59;2,59;0;24,17;0,58;0,58;0,1,,
01.01.2018;19483;SPICES;KAMIS PSTRAG Z KOPERKIEM;1;1,56;1,56;2,03;2,03;2,19;2,19;0;23,15;0,47;0,47;0,,,
01.01.2018;7039;SWEETS;KAMIS SUSZONE POMIDORY 15 G;4;1,64;6,56;2,2;8,8;2,38;9,52;0,01;25,45;0,56;2,24;0,2,
01.01.2018;8403;SPICES;KAMIS ZIELE ANGIELSKIE 15G;9;1,04;9,36;1,46;13,14;1,79;16,11;0,02;28,77;0,42;3,78;0,4,
01.01.2018;1827;SWEETS;KAMYKI ODRA 100 G;2;1,21;2,42;1,83;3,66;2,25;4,5;0,01;33,88;0,62;1,24;0,1,
01.01.2018;16807;GENERAL_FOOD;KANAPKA  Z KURCZAKIEM;5;2,95;14,75;3,69;18,45;3,99;19,95;0,02;20,05;0,74;3,7;0,4,
01.01.2018;1108;GENERAL_FOOD;KAPUSTA  KISZONA LUZ;72,41;2,17;157,21;3,23;233,82;3,49;252,52;0,28;32,76;1,06;76,61;0,79
01.01.2018;7066;PET'S FOOD;KARMA CHAPPI  WOLOW/WARZYWA 500G;3;2,84;8,52;3,88;11,63;4,19;12,57;0,01;26,74;1,04;3,11;0,3,
01.01.2018;6230;PET'S FOOD;KARMA CHAPPI WOLOWINA KURA 500G;4;2,75;11;3,97;15,88;4,29;17,16;0,02;30,73;1,22;4,88;0,5,,
01.01.2018;13008;PET'S FOOD;KARMA CHAPPI Z DROBIEM 400 G;6;2,7;16,2;3,86;23,16;4,17;25,02;0,03;30,05;1,16;6,96;0,7,
01.01.2018;8330;PET'S FOOD;KARMA MR DOG  415 G PUSZKA KURCZ-WARZ;4;1,44;5,76;2,06;8,24;2,22;8,88;0,01;30,1;0,62;2,48;0,3,
01.01.2018;6527;PET'S FOOD;KARMA MR DOG 415 G PUSZKA WOLOW+WARZYW;2;1,46;2,92;2,09;4,18;2,26;4,52;0,01;30,14;0,63;1,26;0,1,
01.01.2018;6522;PET'S FOOD;KARMA MR DOG 415 PUSZKA JUNIOR KURCZAK;5;1,44;7,2;2,06;10,3;2,22;11,1;0,01;30,1;0,62;3,1;0,3,
01.01.2018;6631;PET'S FOOD;KARMA MR DOG SUPREM 500G;2;2,13;4,26;3,05;6,1;3,29;6,58;0,01;30,16;0,92;1,84;0,2,
01.01.2018;6634;PET'S FOOD;KARMA MR DOG SUPREME 500G;6;2,13;12,78;3,05;18,3;3,29;19,74;0,02;30,16;0,92;5,52;0,6,
01.01.2018;7206;GROATS_RICE_PASTA;KASZA GRYCZANA 4 X 100G SONKO;2;3,33;6,66;4,57;9,14;4,8;9,6;0,01;27,13;1,24;2,48;0,3,
01.01.2018;18092;GROATS_RICE_PASTA;KASZA JAGLANA 400 G;1;2,43;2,43;3,8;3,8;3,99;3,99;0;36,05;1,37;1,37;0,1,,
01.01.2018;4340;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KASZA KUSKUS 2*125 G;1;2,64;2,64;3,68;3,68;3,86;3,86;0;28,26;1,04;1,04;0,1,,
01.01.2018;18884;MEAT;KASZANKA KG;0,43;8,84;3,8;5,51;2,37;5,79;2,49;0;-60,34;-3,33;-1,43;-0,1,
01.01.2018;8069;GROATS_RICE_PASTA;KASZKA MANNA 400 G KROS;7;0,91;6,37;1,19;8,32;1,25;8,75;0,01;23,44;0,28;1,95;0,2,
01.01.2018;6636;GENERAL;KASZKA MANNA 400 G SARITA;4;0,92;3,68;1,24;4,96;1,3;5,2;0,01;25,81;0,32;1,28;0,1,
01.01.2018;1979;COFFEE TEA;KAWA ASTRA 100G MIELONA;6;3,07;18,39;3,65;21,89;4,48;26,9;0,03;15,99;0,58;3,5;0,4,
01.01.2018;221;COFFEE TEA;KAWA ASTRA 275 G MIELONA;2;8,33;16,66;10,42;20,84;12,82;25,64;0,03;20,06;2,09;4,18;0,4,
01.01.2018;224;COFFEE TEA;KAWA INKA 150G KARTON;6;2,64;15,84;3,69;22,14;3,99;23,94;0,03;28,46;1,05;6,3;0,7,
01.01.2018;13715;COFFEE TEA;KAWA MK CAFE PREMIUM 80 G;2;2,59;5,18;3,65;7,3;4,49;8,98;0,01;29,04;1,06;2,12;0,2,
01.01.2018;11038;COFFEE TEA;KAWA NESCAFE 100 G CREME;2;8,78;17,56;11,71;23,42;14,4;28,8;0,03;25,02;2,93;5,86;0,6,
01.01.2018;4681;COFFEE TEA;KAWA NESCAFE 3W1  17G;15;0,47;7,05;0,8;12;0,99;14,85;0,02;41,25;0,33;4,95;0,5,,
01.01.2018;4830;COFFEE TEA;KAWA NESCAFE CLASSIC 100 G;1;7,66;7,66;10,68;10,68;13,14;13,14;0,01;28,28;3,02;3,02;0,3,
01.01.2018;18649;COFFEE TEA;KAWA NESCAFE CLASSIC PALUSZEK;12;0,27;3,24;0,39;4,68;0,48;5,76;0,01;30,77;0,12;1,44;0,1,
01.01.2018;18893;COFFEE TEA;KAWA NSSCIRE 100 G MAG+B?ON;1;7,35;7,35;9,75;9,75;11,99;11,99;0,01;24,62;2,4;2,4;0,2,
01.01.2018;17358;COFFEE TEA;KAWA TCHIBO BLU 250 G;2;4,73;9,46;5,92;11,84;7,28;14,56;0,02;20,1;1,19;2,38;0,2,
01.01.2018;5744;COFFEE TEA;KAWA TCHIBO FAMILI 100G;6;2,21;13,26;2,9;17,4;3,57;21,42;0,02;23,79;0,69;4,14;0,4,
01.01.2018;197;COFFEE TEA;KAWA WOSEBA GOLD 250G;2;4,73;9,46;5,86;11,72;7,21;14,42;0,02;19,28;1,13;2,26;0,2,
01.01.2018;198;COFFEE TEA;KAWA WOSEBA RODZINNA 80G;9;1,53;13,77;2,19;19,71;2,69;24,21;0,03;30,14;0,66;5,94;0,6,
01.01.2018;551;COFFEE TEA;KAWA ZBOZOWA ANATOL 84 G EX;11;1,95;21,45;2,65;29,15;2,86;31,46;0,04;26,42;0,7;7,7;0,8,
01.01.2018;8258;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KAWA ZBOZOWA KUJAWIANKA 500G;1;2,85;2,85;3,91;3,91;4,22;4,22;0;27,11;1,06;1,06;0,1,,
01.01.2018;8089;COFFEE TEA;KAWA ZBOZOWA PORANNA 100 G SL.;2;7,28;14,56;9,25;18,5;9,99;19,98;0,02;21,3;1,97;3,94;0,4,
01.01.2018;11669;DAIRY_CHESSE;KEFIR SREMSKI 400 ML B.;33;1,4;46,2;1,7;56,01;1,78;58,88;0,07;17,51;0,3;9,81;0,1,
01.01.2018;4057;DAIRY_CHESSE;KETCHUP FANEX 1_1 KG PREMIUM;1;7,99;7,99;10,18;10,18;10,99;10,99;0,01;21,51;2,19;2,19;0,2,
01.01.2018;19167;GENERAL_FOOD;KETCHUP KOTLIN LAGODNY 450G;1;2,73;2,73;4,06;4,06;4,39;4,39;0;32,76;1,33;1,33;0,1,,
01.01.2018;8616;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KETCHUP KOTLIN PIK.450G;2;2,73;5,46;4,06;8,12;4,39;8,78;0,01;32,76;1,33;2,66;0,3,
01.01.2018;628;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KETCHUP LAGODNY 470 G TORTEX;15;2,13;31,95;3,49;52,35;3,77;56,55;0,06;38,97;1,36;20,4;0,21,
01.01.2018;15394;GENERAL_FOOD;KIELBASA BIA?A PARZONA KG;2,23;15,05;33,63;12,86;28,74;13,51;30,18;0,03;-17,01;-2,19;-4,89;-0,5
01.01.2018;3907;MEAT;KIELBASA DELIKATESOWA KG;0,29;15,65;4,46;19,68;5,61;20,67;5,89;0,01;20,5;4,04;1,15;0,1
01.01.2018;3777;MEAT;KIELBASA JA?OWCOWA KG;0,19;19,68;3,74;24,58;4,67;25,79;4,9;0,01;19,91;4,89;0,93;0,1
01.01.2018;2239;MEAT;KIELBASA KRUCHA Z FOLWARKU KG;0,96;18,16;17,34;10,32;9,86;10,84;10,35;0,01;-75,86;-7,83;-7,48;-0,8
01.01.2018;3854;GENERAL_FOOD;KIELBASA PEPERONI KG;0,17;23,24;3,95;28,59;4,86;30;5,1;0,01;18,72;5,35;0,91;0,1,
01.01.2018;18123;MEAT;KIELBASA PIECZONA  KG;2,17;18,84;40,88;21,16;45,92;22,22;48,22;0,05;10,98;2,32;5,04;0,5
01.01.2018;3731;MEAT;KIELBASA POGORZELSKA PODSUSZANA  KG;0,58;19,17;11,02;23,98;13,79;25,17;14,47;0,02;20,09;4,82;2,77;0,3
01.01.2018;15385;GENERAL_FOOD;KIELBASA SLASKA  KG;4,85;14,76;71,6;13,71;66,49;14,39;69,8;0,08;-7,69;-1,05;-5,11;-0,5
01.01.2018;4608;MEAT;KIELBASA WINERKI KG;1,42;15,63;22,2;15,02;21,33;15,78;22,41;0,03;-4,08;-0,61;-0,87;-0,1
01.01.2018;3775;MEAT;KIELBASA ZWYCZAJNA KG;4,4;12,22;53,77;15,23;67,01;15,99;70,36;0,08;19,76;3,01;13,24;0,14
01.01.2018;16222;GENERAL_FOOD;KIELBASA ZYWIECKA KG;0,04;19,75;0,79;24,5;0,98;25,75;1,03;0;19,39;4,75;0,19;0,,
01.01.2018;3734;MEAT;KIE?BASA KRUCHA Z WEDZARNI KG;3,56;18,65;66,38;20,14;71,7;21,15;75,31;0,08;7,42;1,49;5,32;0,6
01.01.2018;3729;MEAT;KIE?BASA MYSLIWSKA KG;1,13;19,86;22,44;24,65;27,86;25,88;29,25;0,03;19,45;4,8;5,42;0,6
01.01.2018;3735;MEAT;KIE?BASA PIWOSZKI  KG;0,93;22,19;20,53;14,82;13,71;15,57;14,4;0,02;-49,74;-7,37;-6,82;-0,7
01.01.2018;3737;MEAT;KIE?BASA POLSKA WEDZONA  KG;0,66;19,18;12,56;21,85;14,31;22,93;15,02;0,02;12,23;2,67;1,75;0,2
01.01.2018;3720;MEAT;KIE?BASA S?OIKOWA  KG;1,84;9;16,52;7,89;14,48;8,29;15,21;0,02;-14,09;-1,11;-2,04;-0,2,
01.01.2018;5010;MEAT;KIE?BASA WIOSENNA KG;0,53;11,87;6,23;14,67;7,7;15,39;8,08;0,01;19,09;2,8;1,47;0,2
01.01.2018;3709;MEAT;KIE?BASKI PYSZNE KG;1,11;17,82;19,78;20,12;22,33;21,13;23,45;0,03;11,42;2,3;2,55;0,3
01.01.2018;8107;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KINDER BATON 2 SZT MAXI;21;1,66;34,86;2,35;49,35;2,89;60,69;0,07;29,36;0,69;14,49;0,15,
01.01.2018;3044;SWEETS;KINDER CHOCOLATE 100G;14;2,78;38,92;3,98;55,72;4,89;68,46;0,08;30,15;1,2;16,8;0,17,
01.01.2018;2740;SWEETS;KINDER CHOCOLATE 50G;6;1,57;9,42;2,19;13,14;2,69;16,14;0,02;28,31;0,62;3,72;0,4,
01.01.2018;15240;GENERAL_FOOD;KINDER MLECZNA KANAPKA;18;1,2;21,6;1,66;29,88;1,79;32,22;0,04;27,71;0,46;8,28;0,9,
01.01.2018;15645;OCCASIONAL;KLEJ BIUROWY;1;0,64;0,64;0,97;0,97;1,19;1,19;0;34,02;0,33;0,33;0,,,
01.01.2018;1611;CHEMISTRY;KLEJ KROPELKA;4;2,32;9,28;3,24;12,96;3,99;15,96;0,02;28,4;0,92;3,68;0,4,
01.01.2018;7399;GENERAL;KLEJ SUPER GLU;4;1,12;4,48;1,62;6,48;1,99;7,96;0,01;30,86;0,5;2;0,2,,
01.01.2018;6841;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KLUSKI NA PARZE 300G;4;2,38;9,52;2,98;11,92;3,13;12,52;0,01;20,13;0,6;2,4;0,2,
01.01.2018;11116;GENERAL_FOOD;KLUSKI SLASKIE 400G GRZESKOWIAK;2;3,33;6,66;4,22;8,44;4,56;9,12;0,01;21,09;0,89;1,78;0,2,
01.01.2018;19408;SPICES;KMINEK 20 G PRZYSMAK;1;0,54;0,54;0,72;0,72;0,89;0,89;0;25;0,18;0,18;0,,,,
01.01.2018;7437;ICE_CREAMS_FROZEN;KNEDLE TRUSKAWKOWE 450 G;1;4,53;4,53;5,97;5,97;6,27;6,27;0,01;24,12;1,44;1,44;0,1,
01.01.2018;699;SPICES;KNOR DELIKAT DO MIES 75G;4;2,21;8,84;3,4;13,6;3,67;14,68;0,02;35;1,19;4,76;0,5,,
01.01.2018;8713;SPICES;KNOR ROSOL WOLOWY;1;1,21;1,21;1,84;1,84;1,99;1,99;0;34,24;0,63;0,63;0,1,,
01.01.2018;863;SPICES;KNOR ROSOL Z KURY 3LX6 KOSTKI;5;1,17;5,85;1,84;9,2;1,99;9,95;0,01;36,41;0,67;3,35;0,3,
01.01.2018;3120;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KNORR DELIKAT UNIWERSALNA 200G;1;3,29;3,29;4,79;4,79;5,17;5,17;0,01;31,32;1,5;1,5;0,2,
01.01.2018;6739;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KNORR FIX DANIE ORIENTALNE 48 G;2;1,99;3,98;2,77;5,54;2,99;5,98;0,01;28,16;0,78;1,56;0,2,
01.01.2018;17129;GENERAL_FOOD;KNORR FIX DO GULASZU;1;1,77;1,77;2,53;2,53;2,73;2,73;0;30,04;0,76;0,76;0,1,,
01.01.2018;10349;GENERAL_FOOD;KNORR FIX DO SPAGH.4-SERY;1;1,93;1,93;2,77;2,77;2,99;2,99;0;30,32;0,84;0,84;0,1,,
01.01.2018;9692;SPICES;KNORR FIX DO STROGONOFF;2;1,99;3,98;2,77;5,54;2,99;5,98;0,01;28,16;0,78;1,56;0,2,
01.01.2018;5155;GENERAL;KNORR FIX RURKI Z KURCZAKIEM;5;1,99;9,95;2,77;13,85;2,99;14,95;0,02;28,16;0,78;3,9;0,4,
01.01.2018;19233;GENERAL_FOOD;KNORR FIX SPAGETTI NAPOLI 45G;5;2,41;12,05;3,42;17,1;3,69;18,45;0,02;29,53;1,01;5,05;0,5,
01.01.2018;5365;GENERAL_FOOD;KNORR G K OGORKOWA Z GRZANKAMI;4;1,14;4,56;1,66;6,64;1,79;7,16;0,01;31,33;0,52;2,08;0,2,
01.01.2018;5289;GENERAL;KNORR G.K KREM Z KURY Z GRZANKAMI;6;1,31;7,86;1,66;9,96;1,79;10,74;0,01;21,08;0,35;2,1;0,2,
01.01.2018;6896;GENERAL;KNORR G.K MAKARON BOLONSKI;2;3,52;7,04;4,97;9,94;5,22;10,44;0,01;29,18;1,45;2,9;0,3,
01.01.2018;16055;GENERAL_FOOD;KNORR G.K POMIDOROWA Z RYZEM;4;1,31;5,24;1,66;6,64;1,79;7,16;0,01;21,08;0,35;1,4;0,1,
01.01.2018;8455;GENERAL;KNORR G.K. DANIE SER+BROKU? 50 G;1;3,52;3,52;4,83;4,83;5,22;5,22;0,01;27,12;1,31;1,31;0,1,
01.01.2018;5288;GENERAL;KNORR G.K. GULASZOWA Z MAKARONEM;3;1,31;3,93;1,66;4,98;1,79;5,37;0,01;21,08;0,35;1,05;0,1,
01.01.2018;3505;GENERAL;KNORR G.K. PIECZARKOWA;2;0,94;1,88;1,35;2,7;1,46;2,92;0;30,37;0,41;0,82;0,1,,
01.01.2018;207;GENERAL_FOOD;KNORR G.K. POMIDOROWA Z MAKARON;4;0,89;3,56;1,66;6,64;1,79;7,16;0,01;46,39;0,77;3,08;0,3,
01.01.2018;8274;GENERAL;KNORR NUDLE CARBONARA 64 G;2;1;2;1,9;3,8;1,99;3,98;0;47,37;0,9;1,8;0,2,,,,
01.01.2018;8272;GENERAL;KNORR NUDLE PIECZONY KURCZAK  61 G;2;0,99;1,98;1,9;3,8;1,99;3,98;0;47,89;0,91;1,82;0,2,,
01.01.2018;7394;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KNORR NUDLE SER W ZIOLACH;11;1,66;18,26;2,18;23,98;2,29;25,19;0,03;23,85;0,52;5,72;0,6,
01.01.2018;858;SPICES;KNORR SOS .FRANCUSKI 9G;2;0,9;1,8;1,29;2,58;1,39;2,78;0;30,23;0,39;0,78;0,1,,
01.01.2018;14540;GENERAL_FOOD;KNORR SOS BOROWIKOWY 37 G;3;2,78;8,34;3,69;11,07;3,99;11,97;0,01;24,66;0,91;2,73;0,3,
01.01.2018;17615;GENERAL_FOOD;KNORR SOS DO PIECZENI CIEMNY;4;1,81;7,24;2,4;9,6;2,59;10,36;0,01;24,58;0,59;2,36;0,2,
01.01.2018;12458;GENERAL_FOOD;KNORR SOS SEROWY 34 G;1;3,08;3,08;4,06;4,06;4,39;4,39;0;24,14;0,98;0,98;0,1,,
01.01.2018;8513;GENERAL_FOOD;KNORR ZUPA CEBULOWA;2;2,9;5,8;3,69;7,38;3,99;7,98;0,01;21,41;0,79;1,58;0,2,
01.01.2018;12080;DRINK_JUICE;KNORR ZUPA KREM Z KUREK 59 G;2;3,5;7;4,49;8,98;4,85;9,7;0,01;22,05;0,99;1,98;0,2,,
01.01.2018;9014;GENERAL_FOOD;KNORR ZUREK DOMOWY EXPRES 42 G;2;1,12;2,24;1,66;3,32;1,79;3,58;0;32,53;0,54;1,08;0,1,,
01.01.2018;6005;CHEMISTRY;KOMFORT PLYN DO PRANIA 500 ML;1;4,29;4,29;5,85;5,85;7,19;7,19;0,01;26,67;1,56;1,56;0,2,
01.01.2018;6317;OCCASIONAL;KOMPOT Z AGRESTU 820 G;1;5,81;5,81;7,58;7,58;8,19;8,19;0,01;23,35;1,77;1,77;0,2,
01.01.2018;6318;OCCASIONAL;KOMPOT Z WISNI 860 G;1;4,09;4,09;5,25;5,25;5,67;5,67;0,01;22,1;1,16;1,16;0,1,
01.01.2018;3534;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KONCENTRAT DAWTONA 200G SLOIK;23;1,53;35,19;2,31;53,13;2,49;57,27;0,06;33,77;0,78;17,94;0,19,
01.01.2018;14644;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KONCENTRAT POM DAWTONA 80G SLOIK;10;0,92;9,2;1,29;12,9;1,39;13,9;0,02;28,68;0,37;3,7;0,4,
01.01.2018;18729;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KONCENTRAT POMIDOROWY 190 G SLON.OGROD;20;1,01;20,2;1,56;31,2;1,68;33,6;0,04;35,26;0,55;11;0,11,,
01.01.2018;15927;CANNED_PATE;KONSERWA TURYSTYCZNA 300 G LAUR;1;1,85;1,85;2,65;2,65;2,78;2,78;0;30,19;0,8;0,8;0,1,,
01.01.2018;3879;CANNED_PATE;KONSERWA TYROLSKA 300 G LAUR;1;1,85;1,85;2,65;2,65;2,78;2,78;0;30,19;0,8;0,8;0,1,,
01.01.2018;8667;CANNED_PATE;KOPYTKA 400GR TACKA GRZESKOWIAK;5;3,43;17,15;4,34;21,7;4,69;23,45;0,03;20,97;0,91;4,55;0,5,
01.01.2018;9303;ICE_CREAMS_FROZEN;KOPYTKA 450 G;2;3,75;7,5;5,21;10,42;5,47;10,94;0,01;28,02;1,46;2,92;0,3,
01.01.2018;7568;CHEMISTRY;KOSTKA DO WC FORCE;1;1,79;1,79;1,28;1,28;1,58;1,58;0;-39,84;-0,51;-0,51;-0,1,,
01.01.2018;17704;FISH;KOSTKA Z LIMANDY LUZ;0,39;10,44;4,07;7,15;2,79;7,51;2,93;0;-45,88;-3,28;-1,28;-0,1,
01.01.2018;18966;FISH;KOTLETY RYBNA KG/P?ATY SMA?ONE;1,7;12,42;21,07;13,76;23,33;14,45;24,5;0,03;9,69;1,33;2,26;0,2
01.01.2018;18529;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KOTLIN KETCHUP  PIKANTNY 215ML;2;2,25;4,5;2,99;5,98;3,23;6,46;0,01;24,75;0,74;1,48;0,2,
01.01.2018;9528;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KOTLIN KETCHUP LAGODNY 215ML;1;2,25;2,25;2,99;2,99;3,23;3,23;0;24,75;0,74;0,74;0,1,,
01.01.2018;4012;MEAT;KRAKOWSKA SUCHA KG;0,42;21,01;8,72;26,24;10,89;27,57;11,44;0,01;19,93;5,23;2,17;0,2
01.01.2018;4204;GENERAL;KRAKUS BARSZCZ CZERW.300 ML KONC;1;2,87;2,87;4,16;4,16;4,49;4,49;0,01;31,01;1,29;1,29;0,1,
01.01.2018;1851;GENERAL;KRAKUS GULASZ ANGIELSKI  155G;2;3,01;6,02;4,35;8,7;4,57;9,14;0,01;30,8;1,34;2,68;0,3,
01.01.2018;6466;GENERAL_FOOD;KRAKUS OGORKI KONS.865 G;1;4,1;4,1;5,26;5,26;5,68;5,68;0,01;22,05;1,16;1,16;0,1,
01.01.2018;6587;SWEETS;KRAZKI ORKISZOWE 60 G;1;1,71;1,71;2,36;2,36;2,48;2,48;0;27,54;0,65;0,65;0,1,,
01.01.2018;4949;CHEMISTRY;KREDKI OLOWKOWE 12 SZT;1;1,69;1,69;2,43;2,43;2,99;2,99;0;30,45;0,74;0,74;0,1,,
01.01.2018;5818;OCCASIONAL;KREDKI SWIECOWE 12 SZT;1;1,15;1,15;1,7;1,7;2,09;2,09;0;32,35;0,55;0,55;0,1,,
01.01.2018;1657;CHEMISTRY;KREM BAMBINO 75ML;1;3,62;3,62;4,87;4,87;5,99;5,99;0,01;25,67;1,25;1,25;0,1,
01.01.2018;13860;CHEMISTRY;KREM DO RAK ZIOLA POLSKIE;1;3,29;3,29;4,39;4,39;5,4;5,4;0,01;25,06;1,1;1,1;0,1,
01.01.2018;736;SPICES;KRESTO WIORKI KOKOS 200 G;1;2,06;2,06;3,56;3,56;3,85;3,85;0;42,13;1,5;1,5;0,2,,
01.01.2018;18486;GENERAL_FOOD;KROKIETY KASZTELAN 400G;2;4,95;9,9;6,35;12,7;6,67;13,34;0,01;22,05;1,4;2,8;0,3,
01.01.2018;8752;CANNED_PATE;KROKIETY Z KAPUS/GRZYB.400GR GRZESKOWIAK;5;4,1;20,5;5,13;25,65;5,39;26,95;0,03;20,08;1,03;5,15;0,5,
01.01.2018;2231;GENERAL;KROKIETY Z MIESEM  GRZESKOWIAK;1;4,95;4,95;6,19;6,19;6,5;6,5;0,01;20,03;1,24;1,24;0,1,
01.01.2018;16348;VEGETABLES;KT ANANAS;2;4,64;9,28;4,35;8,7;4,7;9,39;0,01;-6,67;-0,29;-0,58;-0,1,
01.01.2018;5;VEGETABLES;KT BANAN;119,64;4,07;486,61;4,37;523,25;4,72;564,9;0,63;7;0,31;36,64;0,38,
01.01.2018;8427;VEGETABLES;KT BROKUL;16;3,31;53;3,25;51,92;3,4;54,47;0,06;-2,08;-0,07;-1,08;-0,1,,
01.01.2018;10118;VEGETABLES;KT BURACZEK CZERWONY;6,96;0,66;4,58;0,66;4,62;0,7;4,85;0,01;0,87;0,01;0,04;0,
01.01.2018;6;VEGETABLES;KT CEBUL CZERWONNA MODRA;0,95;2,11;1,99;2,08;1,97;2,19;2,07;0;-1,02;-0,02;-0,02;0,,
01.01.2018;9556;VEGETABLES;KT CEBULA;89,25;0,59;52,79;0,91;80,87;0,95;85,2;0,1;34,72;0,31;28,08;0,29
01.01.2018;18377;VEGETABLES;KT CUKINIA KG;1,13;5,16;5,81;4,73;5,32;4,97;5,59;0,01;-9,21;-0,44;-0,49;-0,1
01.01.2018;9;VEGETABLES;KT CYTRYNA;41,66;5,11;212,94;6,16;256,76;6,66;277,44;0,31;17,07;1,05;43,82;0,45
01.01.2018;274;VEGETABLES;KT CZOSNEK POLSKI;53;0,92;48,76;1,21;64,02;1,27;67,42;0,08;23,84;0,29;15,26;0,16,
01.01.2018;3592;VEGETABLES;KT DYNIA KG;1;2,48;2,48;3,1;3,1;3,26;3,26;0;20;0,62;0,62;0,1,,,
01.01.2018;16678;VEGETABLES;KT GRAPEFRUIT ZELONY KG;0,27;5,11;1,38;3,26;0,88;3,52;0,95;0;-56,82;-1,85;-0,5;-0,1,
01.01.2018;275;VEGETABLES;KT GREJFRUT;1,1;4,18;4,58;5,62;6,15;6,06;6,64;0,01;25,53;1,43;1,57;0,2
01.01.2018;285;VEGETABLES;KT GRUSZKI KG;50,57;3,71;187,39;4,6;232,8;4,84;244,53;0,27;19,51;0,9;45,41;0,47
01.01.2018;15803;VEGETABLES;KT IMBIR KG;0,4;14,58;5,83;18,23;7,29;22,43;8,97;0,01;20,03;3,65;1,46;0,2
