Date;PKod;Pgroup;Pname;Pquantity;pce_zn;pwa_zn;pce_sn;pwa_sn;pce_sb;pwa_sb;pudzsb;pmarza;pmarzajedn;pkwmarza;pudzmarza,,,,,,,,,,,,
01.01.2018;6620;CIGARETTES;PAP PAL MAL MINT  LINK;23;10,61;244,09;11,37;261,51;13,99;321,77;0,36;6,66;0,76;17,42;0,18,
01.01.2018;6765;CIGARETTES;PAP PAL MAL PSTRYK LINK;4;10,56;42,24;11,37;45,48;13,99;55,96;0,06;7,12;0,81;3,24;0,3,
01.01.2018;1092;CIGARETTES;PAP PALL MALL RED;3;11,1;33,3;11,37;34,11;13,99;41,97;0,05;2,37;0,27;0,81;0,1,
01.01.2018;15695;CIGARETTES;PAP PS  66 RED 100;111;9,87;1095,02;10,56;1172,16;12,99;1441,89;1,62;6,58;0,69;77,14;0,8,
01.01.2018;12950;CIGARETTES;PAP PS  BLU 100;16;9,93;158,88;10,56;168,96;12,99;207,84;0,23;5,97;0,63;10,08;0,1,
01.01.2018;2338;CIGARETTES;PAP PS 66 BLUE 20;6;9,8;58,8;10,49;62,94;12,9;77,4;0,09;6,58;0,69;4,14;0,4,
01.01.2018;18349;CIGARETTES;PAP PS BLACK;12;9,55;114,6;10,44;125,22;12,83;154;0,17;8,48;0,89;10,62;0,11,,
01.01.2018;18350;CIGARETTES;PAP PS BLACK 100;24;9,88;237;10,22;245,34;12,57;301,76;0,34;3,4;0,35;8,34;0,9,,
01.01.2018;19174;CIGARETTES;PAP PS BLU LINK;64;9,53;609,62;10,16;650,24;12,5;800;0,9;6,25;0,63;40,62;0,42,,
01.01.2018;19177;CIGARETTES;PAP PS GOLD;16;9,19;147,04;10,21;163,4;12,56;200,94;0,23;10,01;1,02;16,36;0,17,
01.01.2018;852;CIGARETTES;PAP PS GOLD 100;12;9,3;111,6;9,95;119,43;12,24;146,88;0,16;6,56;0,65;7,83;0,8,
01.01.2018;19175;CIGARETTES;PAP PS MINT LINK;58;9,53;552,6;10,16;589,28;12,5;725;0,81;6,22;0,63;36,68;0,38,,
01.01.2018;2339;CIGARETTES;PAP PS RED 20;34;9,86;335,32;10,34;351,41;12,71;432,15;0,48;4,58;0,47;16,09;0,17,
01.01.2018;16133;CIGARETTES;PAP RGD  MINT;11;9,96;109,56;10,56;116,16;12,99;142,89;0,16;5,68;0,6;6,6;0,7,
01.01.2018;1837;CIGARETTES;PAP RGD LINK BLU;57;9,95;567,07;10,1;575,52;12,42;707,98;0,79;1,47;0,15;8,45;0,9,
01.01.2018;1915;CIGARETTES;PAP RGD MINT SUP.SLIM;59;10,04;592,59;10,56;623,04;12,99;766,41;0,86;4,89;0,52;30,45;0,31,
01.01.2018;18795;CIGARETTES;PAP RGD SUPER PINK;54;10,11;545,94;10,56;570,24;12,99;701,46;0,79;4,26;0,45;24,3;0,25,
01.01.2018;6666;CIGARETTES;PAP ROTHMANS BLU 100;35;10,3;360,5;10,56;369,6;12,99;454,65;0,51;2,46;0,26;9,1;0,9,
01.01.2018;15403;CIGARETTES;PAP ROTHMANS BLU LINK;20;10,04;200,8;9,91;198,12;12,19;243,75;0,27;-1,35;-0,13;-2,68;-0,3,
01.01.2018;12980;CIGARETTES;PAP ROTHMANS MINT LINK;19;9,46;179,83;10,16;193,04;12,5;237,5;0,27;6,84;0,7;13,21;0,14,
01.01.2018;6619;CIGARETTES;PAP ROTHMANSY RED 100;34;9,9;336,5;10,56;359,04;12,99;441,66;0,49;6,28;0,66;22,54;0,23,
01.01.2018;15242;CIGARETTES;PAP ROTMANSY  20 RED;67;9,95;666,65;10,56;707,52;12,99;870,33;0,98;5,78;0,61;40,87;0,42,
01.01.2018;16620;CIGARETTES;PAP ROTMANSY 20 BLU;51;9,95;507,45;10,56;538,56;12,99;662,49;0,74;5,78;0,61;31,11;0,32,
01.01.2018;17431;CIGARETTES;PAP WEST;6;10,86;65,16;11,54;69,24;14,2;85,2;0,1;5,89;0,68;4,08;0,4,
01.01.2018;6873;CIGARETTES;PAP WEST JCE COOL BLEND CI?KIE;6;10,9;65,4;11,54;69,24;14,2;85,2;0,1;5,55;0,64;3,84;0,4,
01.01.2018;1344;CIGARETTES;PAP WINSTON BLU 100;1;9,8;9,8;10,49;10,49;12,9;12,9;0,01;6,58;0,69;0,69;0,1,
01.01.2018;7760;CHEMISTRY;PAPIER DO PIECZENIA 8 M PAN PACK;2;2,22;4,44;3,24;6,48;3,99;7,98;0,01;31,48;1,02;2,04;0,2,
01.01.2018;2892;CHEMISTRY;PAPIER SNIADANIOW.MAWA 300X325;18;0,43;7,74;0,76;13,68;0,93;16,74;0,02;43,42;0,33;5,94;0,6,
01.01.2018;3314;CHEMISTRY;PAPIER TOALET.MAWA;27;0,24;6,48;0,37;10,08;0,46;12,46;0,01;35,71;0,13;3,6;0,4,
01.01.2018;7638;GENERAL_FOOD;PAPIER TOALETOWY 8 2W MEA;16;3,12;49,92;5,1;81,62;6,27;100,34;0,11;38,84;1,98;31,7;0,33,
01.01.2018;6826;CHEMISTRY;PAPIER TOALETOWY MEA BIALY 4 ROLKI;3;2,37;7,1;3,24;9,72;3,99;11,97;0,01;26,95;0,87;2,62;0,3,
01.01.2018;6472;CHEMISTRY;PAPIER TOALETOWY MEA BIA?A 8 SZT 3W 150;8;4,36;34,88;5,28;42,22;6,49;51,9;0,06;17,39;0,92;7,34;0,8,
01.01.2018;1907;CHEMISTRY;PAPIER TOALETOWY VELVET 8+2;4;5,39;21,56;7,55;30,2;9,29;37,16;0,04;28,61;2,16;8,64;0,9,
01.01.2018;16364;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;PAPRYKA KONS.SLONECZNY OGROD 650G;1;2,87;2,87;4,28;4,28;4,62;4,62;0,01;32,94;1,41;1,41;0,1,
01.01.2018;8505;GENERAL;PAPRYKARZ KURCZAK DLA JUNIORA 125 G;2;2,13;4,26;2,94;5,88;3,09;6,18;0,01;27,55;0,81;1,62;0,2,
01.01.2018;8510;GENERAL;PAPRYKARZ RYBKA DLA JUNIORA 125 G;2;2,13;4,26;2,94;5,88;3,09;6,18;0,01;27,55;0,81;1,62;0,2,
01.01.2018;13436;CANNED_PATE;PAPRYKARZ SZCZEC.AGRICO 156G;31;1,46;45,2;2,58;79,98;2,71;84,01;0,09;43,49;1,12;34,78;0,36,
01.01.2018;5115;FISH;PAPRYKARZ Z LOSOSIA 135 G DEGA;20;1,35;27;2,09;41,8;2,19;43,8;0,05;35,41;0,74;14,8;0,15,,
01.01.2018;3779;MEAT;PAROWKA HOT-DOG KG;1,97;10,15;20;12,37;24,36;12,99;25,6;0,03;17,9;2,21;4,36;0,5,
01.01.2018;18148;MEAT;PAROWKOWA KG;3;10,68;32,05;10,29;30,86;10,81;32,42;0,04;-3,86;-0,4;-1,19;-0,1,
01.01.2018;3707;MEAT;PAROWKOWA W FOLI KG;0,94;12,73;11,97;9,53;8,96;10,01;9,41;0,01;-33,59;-3,2;-3,01;-0,3
01.01.2018;3710;MEAT;PAROWKOWA Z  DROBIEM KG;1,57;10,1;15,86;9,63;15,12;10,11;15,87;0,02;-4,89;-0,47;-0,74;-0,1
01.01.2018;3704;MEAT;PAROWKOWA Z SZYNKI  KG;0,52;16,5;8,58;20,62;10,72;21,65;11,26;0,01;19,96;4,12;2,14;0,2
01.01.2018;8611;GENERAL;PASSATA 680 G LOWICZ;1;3,97;3,97;5,55;5,55;5,99;5,99;0,01;28,47;1,58;1,58;0,2,
01.01.2018;3915;GENERAL_FOOD;PASTA D/BUTOW BUWI CZARNA PUSZKA 40ML;1;2,39;2,39;3,19;3,19;3,92;3,92;0;25,08;0,8;0,8;0,1,,
01.01.2018;5520;CHEMISTRY;PASTA D/Z?B.B-A-M MINT 100ML;2;3,36;6,72;4,87;9,74;5,99;11,98;0,01;31,01;1,51;3,02;0,3,
01.01.2018;8167;CHEMISTRY;PASTA ELMEX +PLYN;4;8,89;35,56;10,6;42,39;13,03;52,12;0,06;16,11;1,71;6,83;0,7,
01.01.2018;16070;CHEMISTRY;PASTA ELMEX JUNIOR;1;8,44;8,44;10,88;10,88;13,38;13,38;0,01;22,43;2,44;2,44;0,3,
01.01.2018;8150;DAIRY_CHESSE;PASTA MAKRELOWA 120 G SEKO;1;1,81;1,81;2,56;2,56;2,69;2,69;0;29,3;0,75;0,75;0,1,,
01.01.2018;18130;MEAT;PASZTET BOROWIKOWY/GRZYBOWY KG;0,31;6,92;2,11;6,62;2,02;6,92;2,11;0;-4,46;-0,3;-0,09;0,,
01.01.2018;15400;GENERAL_FOOD;PASZTET DROBIOWY  DROP 160;7;1,27;8,89;1,9;13,3;1,99;13,93;0,02;33,16;0,63;4,41;0,5,
01.01.2018;8896;CANNED_PATE;PASZTET DROBIOWY 90G DROP;7;1,12;7,84;1,9;13,3;1,99;13,93;0,02;41,05;0,78;5,46;0,6,
01.01.2018;4719;MEAT;PASZTET DROBIOWY Z KURKAMI KG;0,33;20,7;6,83;24,76;8,17;26;8,58;0,01;16,4;4,06;1,34;0,1,
01.01.2018;7428;CANNED_PATE;PASZTET PODLASKI 155GR DROSED PUSZKA;1;1,7;1,7;2,43;2,43;2,55;2,55;0;30,04;0,73;0,73;0,1,,
01.01.2018;4016;MEAT;PASZTET WEDZONY  KG;0,96;8,13;7,76;6,15;5,87;6,45;6,16;0,01;-32,2;-1,98;-1,89;-0,2
01.01.2018;3620;CHEMISTRY;PATYCZKI BELLA FOLIA 160 T;3;1,17;3,51;1,84;5,52;1,99;5,97;0,01;36,41;0,67;2,01;0,2,
01.01.2018;6799;CHEMISTRY;PATYCZKI HIGIENICZNE 200 SZT MEA;3;1,36;4,08;1,94;5,82;2,1;6,3;0,01;29,9;0,58;1,74;0,2,
01.01.2018;2788;DRINK_JUICE;PEPSI *1L;20;2,13;42,6;3,24;64,8;3,99;79,8;0,09;34,26;1,11;22,2;0,23,
01.01.2018;7469;DRINK_JUICE;PEPSI COLA 0_5L..;18;1,66;29,88;2,43;43,74;2,99;53,82;0,06;31,69;0,77;13,86;0,14,
01.01.2018;17991;DRINK_JUICE;PEPSI COLA 2_25 L;27;3,09;83,43;4,06;109,62;4,99;134,73;0,15;23,89;0,97;26,19;0,27,
01.01.2018;2515;DRINK_JUICE;PEPSI COLA PUSZKA;8;1;8;1,54;12,32;1,89;15,12;0,02;35,06;0,54;4,32;0,4,,,
01.01.2018;4127;CHEMISTRY;PERSIL 280 G COLD;1;3,49;3,49;4,87;4,87;5,99;5,99;0,01;28,34;1,38;1,38;0,1,
01.01.2018;6155;CHEMISTRY;PERSIL 280 G COLOR;1;3,49;3,49;4,87;4,87;5,99;5,99;0,01;28,34;1,38;1,38;0,1,
01.01.2018;2281;CHEMISTRY;PERSIL DUO-CAPS 32 SZT;28;0,74;20,72;1,37;38,36;1,69;47,32;0,05;45,99;0,63;17,64;0,18,
01.01.2018;8140;CHEMISTRY;PERWOL DO PRANIA BLACK BRIL.1 L;2;6,93;13,86;9,5;19;11,69;23,38;0,03;27,05;2,57;5,14;0,5,,
01.01.2018;8138;CHEMISTRY;PERWOL DO PRANIA COLOR BRIL1 L;1;6,93;6,93;9,5;9,5;11,69;11,69;0,01;27,05;2,57;2,57;0,3,
01.01.2018;2822;CHEMISTRY;PERWOLL BALSAM MAGIC 1L;1;6,49;6,49;8,9;8,9;10,95;10,95;0,01;27,08;2,41;2,41;0,2,
01.01.2018;16818;GENERAL_FOOD;PESTKI DYNI 100G FRESCO;4;3,71;14,84;5,09;20,36;5,5;22;0,02;27,11;1,38;5,52;0,6,,
01.01.2018;15630;SWEETS;PETITKI LUBISIE Z CZEK 30 G;31;0,62;19,34;1,08;33,58;1,33;41,21;0,05;42,41;0,46;14,24;0,15,
01.01.2018;7601;SWEETS;PETITKI LUBISIE Z MORELA 30 G;32;0,62;19,84;0,97;31,04;1,19;38,08;0,04;36,08;0,35;11,2;0,12,
01.01.2018;15720;SWEETS;PETITKI TRUSKAWKA  30 G;23;0,62;14,26;0,97;22,31;1,19;27,37;0,03;36,08;0,35;8,05;0,8,
01.01.2018;7869;SWEETS;PIANKA DESEROWA SPRAY 250 G;1;3,33;3,33;5,05;5,05;5,45;5,45;0,01;34,06;1,72;1,72;0,2,
01.01.2018;3979;DRINK_JUICE;PICCOLO BRZOSKWINIA 0_75L;1;5,49;5,49;6,98;6,98;8,59;8,59;0,01;21,35;1,49;1,49;0,2,
01.01.2018;8898;GENERAL_FOOD;PIECZARKI MAR. URBANEK 290 G;4;3,49;13,96;4,62;18,48;4,99;19,96;0,02;24,46;1,13;4,52;0,5,
01.01.2018;7096;CHIPS_FLAKES;PIECZYWO SONKO LEKKIE PE?NOZIARNISTE 170;2;2,97;5,94;3,95;7,89;4,14;8,28;0,01;24,71;0,98;1,95;0,2,
01.01.2018;7838;GENERAL_FOOD;PIECZYWO SONKO LEKKIE ZYTNIE 170GR KARTO;3;2,97;8,91;4,09;12,27;4,29;12,87;0,01;27,38;1,12;3,36;0,3,
01.01.2018;12919;GENERAL_FOOD;PIECZYWO WASA LEKKA  ZYTNIE;4;2,99;11,96;4,75;19;4,99;19,96;0,02;37,05;1,76;7,04;0,7,,
01.01.2018;5523;CHEMISTRY;PIEPRZ CZARNY ZIARNO 15GR;5;0,99;4,95;1,62;8,1;1,99;9,95;0,01;38,89;0,63;3,15;0,3,
01.01.2018;3419;VEGETABLES;PIEPRZ ZIARNISTY 15 G;1;1;1;1,05;1,05;1,29;1,29;0;4,76;0,05;0,05;0,,,,,
01.01.2018;19432;SWEETS;PIERNIK DESIMO NADZ.200G;9;1,63;14,67;2,27;20,43;2,79;25,11;0,03;28,19;0,64;5,76;0,6,
01.01.2018;17099;SWEETS;PIERNIK KROLEWSKI KRAKUS 150 G;2;2,32;4,64;3,24;6,48;3,99;7,98;0,01;28,4;0,92;1,84;0,2,
01.01.2018;19211;COOKIES_BULK;PIERNIK SERCA/KATARZYNKI/NADZIEWANE;0,1;6,3;0,63;9,3;0,93;10;1;0;32,26;3;0,3;0,,,,,
01.01.2018;7865;SWEETS;PIERNIK W CZEKOLADZIE SKAWA;0,74;11,12;8,23;9,69;7,17;11,92;8,82;0,01;-14,78;-1,43;-1,06;-0,1
01.01.2018;16974;COOKIES_BULK;PIERNIK W POLEWIE KOSTKA;0,45;10,36;4,66;14,2;6,39;17,47;7,86;0,01;27,07;3,84;1,73;0,2
01.01.2018;1355;GENERAL_FOOD;PIEROGI RUSKIE 400G GRZESK.;5;3,62;18,1;4,65;23,25;4,88;24,4;0,03;22,15;1,03;5,15;0,5,
01.01.2018;8665;CANNED_PATE;PIEROGI Z KAPUS/GRZYB.400GR GRZESKOWIAK;4;3,62;14,48;3,36;13,42;3,52;14,08;0,02;-7,9;-0,27;-1,06;-0,1,
01.01.2018;8944;ICE_CREAMS_FROZEN;PIEROGI Z MIESEM ELBRO;1;5,31;5,31;7,28;7,28;7,64;7,64;0,01;27,06;1,97;1,97;0,2,
01.01.2018;18867;ICE_CREAMS_FROZEN;PIEROGI Z MIESEM NORDIS 450 G;2;4,83;9,66;6,36;12,72;6,68;13,36;0,01;24,06;1,53;3,06;0,3,
01.01.2018;8664;CANNED_PATE;PIEROGI Z MI?SEM 400GR GRZESKOWIAK;7;4;28;4,68;32,76;4,91;34,39;0,04;14,53;0,68;4,76;0,5,,,
01.01.2018;11114;GENERAL_FOOD;PIEROGI Z SEREM 400 G GRZESKOWIAK;11;4,19;46,09;4,53;49,78;4,75;52,25;0,06;7,41;0,34;3,69;0,4,
01.01.2018;17781;ICE_CREAMS_FROZEN;PIEROGI Z SEREM 450 G;1;4,63;4,63;6,18;6,18;6,49;6,49;0,01;25,08;1,55;1,55;0,2,
01.01.2018;17710;CANNED_PATE;PIEROGI Z SEREM/OWOC TACKA 4000GR;1;4,19;4,19;5,59;5,59;5,87;5,87;0,01;25,04;1,4;1,4;0,1,
01.01.2018;16867;GENERAL_FOOD;PIEROGI ZE SZPINAKIEM;2;3,9;7,8;3,71;7,42;3,9;7,79;0,01;-5,12;-0,19;-0,38;0,,
01.01.2018;8057;SOCKS_THIGHTS;PIESEK Z CUKIERKAMI;1;4,21;4,21;5,68;5,68;6,99;6,99;0,01;25,88;1,47;1,47;0,2,
01.01.2018;17506;BEER;PIWO BOJAN  WIELKOP.0_5 L B/ZW;3;2,5;7,5;3,24;9,72;3,99;11,97;0,01;22,84;0,74;2,22;0,2,
01.01.2018;7740;BEER;PIWO BOJAN FAJRANT 0_5 L B/ZWR;7;1,61;11,27;2,07;14,49;2,55;17,85;0,02;22,22;0,46;3,22;0,3,
01.01.2018;19093;BEER;PIWO BOJAN KOKOS 0_5 L B/ZWR;1;3,02;3,02;3,89;3,89;4,79;4,79;0,01;22,37;0,87;0,87;0,1,
01.01.2018;17985;BEER;PIWO BOJAN STRAZACKIE 0_5 L B/ZW;1;2,5;2,5;3,17;3,17;3,9;3,9;0;21,14;0,67;0,67;0,1,,
01.01.2018;5231;BEER;PIWO BOJAN SZWEJK 0_5 L B/ZWROT;5;2,37;11,85;3,17;15,85;3,9;19,5;0,02;25,24;0,8;4;0,4,,
01.01.2018;7535;BEER;PIWO BRACKIE 0_5 L B/ZWROT;12;1,35;16,2;1,86;22,32;2,29;27,48;0,03;27,42;0,51;6,12;0,6,
01.01.2018;17508;BEER;PIWO CIECHAN MIODOWE 0_5 L B/ZW;4;3,78;15,12;4,85;19,4;5,97;23,88;0,03;22,06;1,07;4,28;0,4,
01.01.2018;300;BEER;PIWO DEBOWE MOCNE 0_5L BUTELKA;60;1,79;107,4;2,41;144,59;2,97;177,91;0,2;25,72;0,62;37,19;0,38,
01.01.2018;985;BEER;PIWO DEBOWE MOCNE 0_5L PUSZKA;4;2,34;9,36;3,16;12,64;3,89;15,56;0,02;25,95;0,82;3,28;0,3,
01.01.2018;2638;BEER;PIWO DESPERADOS 0_4 L;24;2,42;58,08;3,41;81,84;4,19;100,56;0,11;29,03;0,99;23,76;0,25,
01.01.2018;3308;BEER;PIWO DESPERADOS 0_4 L 6%  B/BEZW;2;2,67;5,34;3,56;7,12;4,38;8,76;0,01;25;0,89;1,78;0,2,,
01.01.2018;8435;BEER;PIWO DESPERADOS 0_4 NOCTURN 7%;3;2,93;8,79;3,46;10,38;4,26;12,78;0,01;15,32;0,53;1,59;0,2,
01.01.2018;2452;BEER;PIWO EB 0_5 L B/ZWR;2;1,7;3,4;2,24;4,48;2,76;5,52;0,01;24,11;0,54;1,08;0,1,
01.01.2018;2456;BEER;PIWO EB 0_5 L PUSZKA;8;2,05;16,4;2,83;22,64;3,48;27,84;0,03;27,56;0,78;6,24;0,6,
01.01.2018;8813;BEER;PIWO FOX 0_5 L PUSZKA MOCNE;61;1,26;76,86;1,83;111,63;2,25;137,25;0,15;31,15;0,57;34,77;0,36,
01.01.2018;18441;BEER;PIWO FOX 0_5L PUSZKA JASNE;1;1,07;1,07;1,54;1,54;1,89;1,89;0;30,52;0,47;0,47;0,,,
01.01.2018;2909;BEER;PIWO HARNAS 0_5L BUTELKA;1;1,23;1,23;1,62;1,62;1,99;1,99;0;24,07;0,39;0,39;0,,,
01.01.2018;3994;BEER;PIWO HEINEKEN 0_5L B BEZ ZWROT;19;2,2;41,72;3,24;61,56;3,99;75,81;0,08;32,23;1,04;19,84;0,21,
01.01.2018;1870;BEER;PIWO KARMI 0_5L BUT /ZWROT;2;2,13;4,26;2,84;5,68;3,49;6,98;0,01;25;0,71;1,42;0,1,,
01.01.2018;19770;BEER;PIWO KSIAZECE PSZENICZNE 0_5 B/ZWR;2;2,43;4,86;3,24;6,48;3,99;7,98;0,01;25;0,81;1,62;0,2,,
01.01.2018;1055;DRINK_JUICE;PIWO LECH FREE 0_33L BUT.B/ZW;1;1,76;1,76;2,43;2,43;2,99;2,99;0;27,57;0,67;0,67;0,1,,
01.01.2018;7278;BEER;PIWO LECH LITE 0_33 BUT BEZ/ZW;1;1,55;1,55;1,62;1,62;1,99;1,99;0;4,32;0,07;0,07;0,,,
01.01.2018;7125;BEER;PIWO LECH LITE 0_33 PUSZKA;1;1,5;1,5;2,15;2,15;2,64;2,64;0;30,23;0,65;0,65;0,1,,
01.01.2018;301;BEER;PIWO LECH PILS 0_5L BUTELKA;76;1,75;133;2,41;183,47;2,97;225,75;0,25;27,51;0,66;50,47;0,52,,
01.01.2018;320;BEER;PIWO LECH PILS 0_5L PUSZKA;4;2,2;8,8;3,02;12,08;3,71;14,84;0,02;27,15;0,82;3,28;0,3,
01.01.2018;325;BEER;PIWO LECH PREMIUM 0_5L  PUSZKA;32;1,92;61,44;2,84;90,88;3,49;111,68;0,13;32,39;0,92;29,44;0,3,
01.01.2018;303;BEER;PIWO LECH PREMIUM 0_5L BUTELKA;87;1,68;146,16;2,27;197,49;2,79;242,73;0,27;25,99;0,59;51,33;0,53,
01.01.2018;5636;BEER;PIWO LEZAJSK 0_5 L B/BEZW;3;1,55;4,65;2,35;7,05;2,89;8,67;0,01;34,04;0,8;2,4;0,2,
01.01.2018;8208;BEER;PIWO LEZAJSK CHMIEL 0_5 L B/BEZ;2;1,55;3,1;2,35;4,7;2,89;5,78;0,01;34,04;0,8;1,6;0,2,
01.01.2018;10723;BEER;PIWO LOMZA EXPORT 0_5L BUT/BEZ.;1;1,58;1,58;2,35;2,35;2,89;2,89;0;32,77;0,77;0,77;0,1,,
01.01.2018;17507;BEER;PIWO LWOWEK 0_5L B/ZW;1;2,15;2,15;2,84;2,84;3,49;3,49;0;24,3;0,69;0,69;0,1,,
01.01.2018;17509;BEER;PIWO LWOWEK MALINA 0_5 L B/ZW;2;2,6;5,2;3,21;6,42;3,95;7,9;0,01;19;0,61;1,22;0,1,,
01.01.2018;4121;BEER;PIWO MOCNE POLSKIE 0_33L;36;0,86;30,96;1,37;49,32;1,69;60,84;0,07;37,23;0,51;18,36;0,19,
01.01.2018;8319;BEER;PIWO MUSCOVADO 0_5 L B/ZWR;5;3,56;17,8;4,57;22,85;5,62;28,1;0,03;22,1;1,01;5,05;0,5,
01.01.2018;18703;BEER;PIWO OKOCIM 0_5 L RADLER B/Z LIMON;2;1,82;3,64;2,53;5,06;3,11;6,22;0,01;28,06;0,71;1,42;0,1,
01.01.2018;13714;BEER;PIWO OKOCIM PILS 0_5 B/ZWROTNA;6;1,57;9,42;2,27;13,62;2,79;16,74;0,02;30,84;0,7;4,2;0,4,
01.01.2018;11418;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;PIWO PERLA CHMIELOWA 0_5L BUT.B/ZWROT.;25;1,65;41,25;2,27;56,75;2,79;69,75;0,08;27,31;0,62;15,5;0,16,
01.01.2018;10400;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;PIWO PERLA EKSPORT 0_5L BUT.BEZZWROTNA;23;1,65;37,95;2,27;52,21;2,79;64,17;0,07;27,31;0,62;14,26;0,15,
01.01.2018;10020;BEER;PIWO PILSNER URQUELL 0_5L BUTELKA;1;3,82;3,82;5,03;5,03;6,19;6,19;0,01;24,06;1,21;1,21;0,1,
01.01.2018;4923;BEER;PIWO PRAZUBR NIEP.0_5 B/ZW;10;1,81;18,1;1,7;17,04;2,09;20,93;0,02;-6,22;-0,11;-1,06;-0,1,
01.01.2018;3999;BEER;PIWO REDDS MALINOWE PUSZKA 0_5L;2;2,53;5,06;3,65;7,3;4,49;8,98;0,01;30,68;1,12;2,24;0,2,
01.01.2018;317;BEER;PIWO REEDS 0_5L PUSZKA JABLKOWE;3;2,53;7,59;3,65;10,95;4,49;13,47;0,02;30,68;1,12;3,36;0,3,
01.01.2018;2347;BEER;PIWO SAMERSBY  0_500 ML PUSZKA;2;2,7;5,4;3,79;7,58;4,66;9,32;0,01;28,76;1,09;2,18;0,2,
01.01.2018;1855;BEER;PIWO SAMERSBY BLACKBERRY 0_5 L PUSZKA;1;2,65;2,65;3,79;3,79;4,66;4,66;0,01;30,08;1,14;1,14;0,1,
01.01.2018;297;BEER;PIWO TATRA JASNE PE?NE 0_5L BUTELKA ZÓ?T;277;1,39;385,03;1,62;448,74;1,99;551,23;0,62;14,2;0,23;63,71;0,66,
01.01.2018;326;BEER;PIWO TATRA PILS 0_5L PUSZKA;29;1,72;49,88;2,35;68,15;2,89;83,81;0,09;26,81;0,63;18,27;0,19,
01.01.2018;5704;BEER;PIWO TYSKIE 0_5 L BUT.NIEPAST.;1;1,74;1,74;2,35;2,35;2,89;2,89;0;25,96;0,61;0,61;0,1,,
01.01.2018;299;BEER;PIWO TYSKIE 0_5L BUTELKA;275;1,53;421,59;2,11;580,25;2,59;712,25;0,8;27,34;0,58;158,66;1,64,
01.01.2018;314;BEER;PIWO TYSKIE PUSZKA 0_5L;99;1,93;191,5;2,67;264,33;3,29;325,71;0,36;27,55;0,74;72,83;0,75,
01.01.2018;308;BEER;PIWO WARKA 0_5L BUT.JASNE PE?NE;1;1,45;1,45;2,19;2,19;2,69;2,69;0;33,79;0,74;0,74;0,1,,
01.01.2018;18185;BEER;PIWO WARKA RADLER 0_5 L BUT.;16;1,95;31,2;2,51;40,15;3,09;49,45;0,06;22,29;0,56;8,95;0,9,
01.01.2018;18661;BEER;PIWO WARKA RADLER 0_5 PUSZKA;8;2,33;18,66;3,05;24,4;3,75;30;0,03;23,52;0,72;5,74;0,6,,
01.01.2018;7126;BEER;PIWO WARKA RADLER MAL+CYTR .0_5 B/ZWR;5;1,59;7,95;2,35;11,75;2,89;14,45;0,02;32,34;0,76;3,8;0,4,
01.01.2018;2148;BEER;PIWO WARKA STRONG BUTELKA;6;2,14;12,84;2,67;16,02;3,29;19,74;0,02;19,85;0,53;3,18;0,3,
01.01.2018;328;BEER;PIWO WARKA STRONG PUSZKA;4;2,47;9,88;3,24;12,96;3,99;15,96;0,02;23,77;0,77;3,08;0,3,
01.01.2018;4685;BEER;PIWO WOJAK 0_5 L BUTELKA JASNE;281;1,19;333,15;1,54;431,97;1,89;530,15;0,59;22,88;0,35;98,82;1,2,
01.01.2018;304;BEER;PIWO ZUBR 0_5L BUTELKA;1222;1,31;1599,77;1,6;1951,3;1,96;2397,18;2,69;18,02;0,29;351,53;3,63,
01.01.2018;327;BEER;PIWO ZUBR 0_5L PUSZKA;199;1,68;334,32;2,35;467,65;2,89;575,11;0,64;28,51;0,67;133,33;1,38,
01.01.2018;298;BEER;PIWO ZYWIEC 0_5L BUTELKA;25;1,71;42,75;2,27;56,75;2,79;69,75;0,08;24,67;0,56;14;0,14,,
01.01.2018;324;BEER;PIWO ZYWIEC PUSZKA 0_5L;33;1,97;65,01;2,62;86,46;3,22;106,26;0,12;24,81;0,65;21,45;0,22,
01.01.2018;19066;ICE_CREAMS_FROZEN;PIZZA 4 SERY;2;6,76;13,52;9,42;18,84;9,89;19,78;0,02;28,24;2,66;5,32;0,6,
01.01.2018;5788;ICE_CREAMS_FROZEN;PIZZA GUSTAVO 425 G;1;5,34;5,34;7,51;7,51;7,89;7,89;0,01;28,89;2,17;2,17;0,2,
01.01.2018;8153;GENERAL;PIZZA KEBAB 420 G;1;6,76;6,76;9,27;9,27;9,73;9,73;0,01;27,08;2,51;2,51;0,3,
01.01.2018;17559;GENERAL_FOOD;PIZZA Z SZYNKA+PIECZARKI 425 G;1;6,2;6,2;8,38;8,38;8,8;8,8;0,01;26,01;2,18;2,18;0,2,
01.01.2018;15552;TABLETS;PLASTER POLSKI LEK DO CIECIA 6 CM;1;3,8;3,8;2,44;2,44;2,64;2,64;0;-55,74;-1,36;-1,36;-0,1,,
01.01.2018;15650;CHEMISTRY;PLASTRY FAMILI;2;3,71;7,42;4,76;9,52;5,14;10,28;0,01;22,06;1,05;2,1;0,2,
01.01.2018;16874;CHEMISTRY;PLATKI BELLA OKRAGLE 120;1;2,09;2,09;4,62;4,62;4,99;4,99;0,01;54,76;2,53;2,53;0,3,
